venta_id,cliente_id,producto_id,fecha_venta,cantidad,precio_unitario,monto_total
1176,52,43,2026-03-19,9,116.67,1050.03
1177,138,30,2026-03-15,10,272.78,2727.8
1178,43,38,2026-03-26,3,452.2,1356.6
1179,134,22,2025-12-11,6,405.67,2434.02
1180,30,14,2026-01-17,8,298.34,2386.72
1181,184,42,2025-10-25,4,85.85,343.4
1182,126,22,2025-11-15,10,405.67,4056.7
1183,131,3,2026-02-06,2,409.85,819.7
1184,15,28,2026-05-26,8,402.29,3218.32
1185,34,18,2026-03-05,8,261.94,2095.52
1186,107,42,2025-11-08,9,85.85,772.65
1187,145,21,2026-07-11,8,129.07,1032.56
1188,144,14,2026-08-21,1,298.34,298.34
1189,173,5,2025-12-10,8,473.96,3791.68
1190,186,45,2025-12-19,5,376.51,1882.55
1191,102,25,2026-07-14,1,238.84,238.84
1192,1,26,2026-02-12,5,339.95,1699.75
1193,149,25,2025-11-30,4,238.84,955.36
1194,12,43,2026-01-03,2,116.67,233.34
1195,89,42,2026-01-09,7,85.85,600.95
1196,139,20,2026-07-09,2,274.22,548.44
1197,18,33,2026-08-06,1,227.13,227.13
1198,9,21,2026-03-24,8,129.07,1032.56
1199,105,38,2026-03-08,5,452.2,2261.0
1200,197,24,2026-05-20,3,183.61,550.83
1201,197,37,2025-12-08,3,-25.0,-75.0
1202,96,32,2025-11-20,7,236.69,1656.83
1203,115,10,2026-08-26,7,224.67,1572.69
1204,97,19,2026-09-11,7,337.8,2364.6
1205,175,45,2026-02-13,2,376.51,753.02
1206,35,22,2026-02-25,9,405.67,3651.03
1207,31,30,2026-04-09,6,272.78,1636.68
1208,138,15,2025-12-27,3,44.79,134.37
1209,136,27,2026-08-21,7,39.7,277.9
1210,187,14,2026-04-22,3,298.34,895.02
1211,1,27,2026-02-18,4,39.7,158.8
1212,77,27,2026-07-08,1,39.7,39.7
1213,173,48,2025-10-12,8,37.87,302.96
1214,109,46,2026-04-24,9,34.57,311.13
1215,98,37,2026-09-07,9,-25.0,-225.0
1216,64,44,2026-06-29,4,293.8,1175.2
1217,89,48,2025-11-13,8,37.87,302.96
1218,71,20,2026-03-07,3,274.22,822.66
1219,186,37,2026-01-12,4,-25.0,-100.0
1220,9,45,2025-10-29,2,376.51,753.02
1221,158,41,2026-07-03,7,149.77,1048.39
1222,62,10,2025-10-27,1,224.67,224.67
1223,18,38,2026-05-21,4,452.2,1808.8
1224,153,5,2025-12-31,2,473.96,947.92
1225,115,23,2026-07-25,1,56.22,56.22
1226,173,5,2025-12-24,10,473.96,4739.6
1227,63,48,2026-02-13,1,37.87,37.87
1228,103,34,2025-10-18,1,34.79,34.79
1229,60,4,2026-07-19,8,72.91,583.28
1230,56,31,2026-04-21,9,216.72,1950.48
1231,36,19,2025-10-13,1,337.8,337.8
1232,75,7,2026-02-10,9,482.54,4342.86
1233,188,23,2026-07-03,4,56.22,224.88
1234,82,5,2026-03-12,10,473.96,4739.6
1235,154,32,2026-01-31,10,236.69,2366.9
1236,61,16,2026-04-26,6,122.18,733.08
1237,37,16,2026-01-02,5,122.18,610.9
1238,57,25,2026-01-02,9,238.84,2149.56
1239,77,43,2026-07-02,7,116.67,816.69
1240,16,50,2026-02-11,5,301.57,1507.85
1241,152,8,2026-06-25,9,359.34,3234.06
1242,161,35,2026-06-08,3,484.81,1454.43
1243,143,35,2025-10-02,7,484.81,3393.67
1244,13,25,2026-05-01,8,238.84,1910.72
1245,165,45,2025-12-07,6,376.51,2259.06
1246,135,42,2025-11-08,7,85.85,600.95
1247,179,50,2026-04-23,6,301.57,1809.42
1248,105,38,2026-05-17,7,452.2,3165.4
1249,77,32,2026-02-09,3,236.69,710.07
1250,48,38,2026-03-07,7,452.2,3165.4
1251,122,2,2026-07-28,9,51.97,467.73
1252,58,17,2026-08-25,4,431.22,1724.88
1253,182,24,2026-08-23,5,183.61,918.05
1254,119,28,2026-07-28,3,402.29,1206.87
1255,144,2,2025-09-23,1,51.97,51.97
1256,107,45,2026-08-13,7,376.51,2635.57
1257,136,16,2026-05-08,9,122.18,1099.62
1258,100,1,2026-05-19,3,128.03,384.09
1259,66,13,2026-05-15,4,298.27,1193.08
1260,85,48,2026-05-25,4,37.87,151.48
1261,116,18,2026-04-14,2,261.94,523.88
1262,24,28,2026-03-08,6,402.29,2413.74
1263,186,19,2025-11-03,9,337.8,3040.2
1264,14,14,2026-01-08,4,298.34,1193.36
1265,97,44,2026-05-26,5,293.8,1469.0
1266,155,12,2026-05-28,10,41.37,413.7
1267,19,23,2025-10-02,1,56.22,56.22
1268,195,18,2026-08-29,4,261.94,1047.76
1269,186,15,2025-10-04,10,44.79,447.9
1270,56,5,2026-07-10,9,473.96,4265.64
1271,54,37,2026-06-16,8,-25.0,-200.0
1272,78,4,2026-04-28,6,72.91,437.46
1273,55,41,2026-03-07,1,149.77,149.77
1274,190,7,2026-06-23,4,482.54,1930.16
1275,192,34,2026-01-08,2,34.79,69.58
1276,63,26,2026-06-25,8,339.95,2719.6
1277,181,26,2026-07-28,10,339.95,3399.5
1278,102,17,2026-05-22,4,431.22,1724.88
1279,142,5,2026-06-16,4,473.96,1895.84
1280,199,8,2026-09-14,6,359.34,2156.04
1281,98,47,2026-01-25,5,256.4,1282.0
1282,137,27,2026-05-25,8,39.7,317.6
1283,79,8,2026-06-25,6,359.34,2156.04
1284,93,25,2026-03-11,5,238.84,1194.2
1285,128,5,2026-08-22,9,473.96,4265.64
1286,26,36,2026-03-26,8,91.49,731.92
1287,195,1,2026-06-19,8,128.03,1024.24
1288,53,34,2026-01-11,6,34.79,208.74
1289,81,50,2026-05-06,6,301.57,1809.42
1290,12,28,2026-08-10,7,402.29,2816.03
1291,57,41,2026-05-11,10,149.77,1497.7
1292,5,40,2026-06-13,3,139.95,419.85
1293,142,50,2026-03-11,5,301.57,1507.85
1294,149,16,2026-09-10,10,122.18,1221.8
1295,76,6,2026-05-21,7,139.88,979.16
1296,51,24,2025-09-23,3,183.61,550.83
1297,59,17,2026-07-26,6,431.22,2587.32
1298,146,42,2026-01-30,7,85.85,600.95
1299,128,3,2026-04-05,4,409.85,1639.4
1300,168,22,2025-11-22,9,405.67,3651.03
1301,66,48,2025-10-14,6,37.87,227.22
1302,186,37,2025-12-08,8,-25.0,-200.0
1303,118,35,2026-08-24,8,484.81,3878.48
1304,188,35,2025-10-11,3,484.81,1454.43
1305,44,14,2026-01-02,6,298.34,1790.04
1306,185,15,2026-05-11,3,44.79,134.37
1307,126,11,2025-11-26,9,69.29,623.61
1308,139,11,2026-06-09,3,69.29,207.87
1309,135,24,2026-05-29,1,183.61,183.61
1310,20,7,2026-07-26,1,482.54,482.54
1311,196,25,2025-12-29,1,238.84,238.84
1312,106,36,2025-10-11,1,91.49,91.49
1313,162,37,2025-12-15,3,-25.0,-75.0
1314,18,39,2026-01-10,4,195.7,782.8
1315,3,7,2026-04-03,3,482.54,1447.62
1316,130,41,2025-09-27,4,149.77,599.08
1317,96,45,2026-05-01,8,376.51,3012.08
1318,159,33,2026-02-18,1,227.13,227.13
1319,124,50,2026-01-07,10,301.57,3015.7
1320,5,36,2026-08-27,8,91.49,731.92
1321,137,50,2026-02-06,1,301.57,301.57
1322,106,49,2026-01-27,9,427.16,3844.44
1323,5,38,2026-01-16,1,452.2,452.2
1324,185,49,2026-05-28,9,427.16,3844.44
1325,138,26,2026-03-09,5,339.95,1699.75
1326,5,46,2026-07-12,5,34.57,172.85
1327,179,1,2025-10-09,9,128.03,1152.27
1328,46,5,2026-03-15,7,473.96,3317.72
1329,25,44,2026-05-30,2,293.8,587.6
1330,39,8,2026-02-16,9,359.34,3234.06
1331,50,49,2026-04-06,4,427.16,1708.64
1332,135,22,2026-09-13,10,405.67,4056.7
1333,91,48,2026-06-02,5,37.87,189.35
1334,102,28,2025-09-28,5,402.29,2011.45
1335,96,31,2025-12-04,2,216.72,433.44
1336,118,24,2026-01-29,7,183.61,1285.27
1337,63,46,2026-01-29,10,34.57,345.7
1338,77,15,2026-07-29,4,44.79,179.16
1339,9999,2,2026-05-04,2,51.97,103.94
1340,24,49,2026-05-21,1,427.16,427.16
1341,98,32,2026-05-21,7,236.69,1656.83
1342,142,9,2026-06-25,7,497.62,3483.34
1343,15,25,2025-10-21,8,238.84,1910.72
1344,180,29,2025-09-20,1,131.84,131.84
1345,22,42,2026-06-07,3,85.85,257.55
1346,112,30,2026-03-15,8,272.78,2182.24
1347,145,41,2026-07-25,6,149.77,898.62
1348,136,49,2026-01-08,2,427.16,854.32
1349,59,4,2026-06-30,1,72.91,72.91
1350,178,7,2026-08-08,4,482.54,1930.16
1351,122,21,2026-06-02,10,129.07,1290.7
1352,12,46,2026-04-10,5,34.57,172.85
1353,176,6,2026-09-12,2,139.88,279.76
1354,140,12,2026-03-01,5,41.37,206.85
1355,169,10,2026-05-07,10,224.67,2246.7
1356,46,44,2026-07-22,1,293.8,293.8
1357,5,46,2025-10-28,6,34.57,207.42
1358,151,28,2026-03-15,4,402.29,1609.16
1359,193,16,2025-10-21,3,122.18,366.54
1360,20,44,2026-08-25,7,293.8,2056.6
1361,42,17,2026-03-03,5,431.22,2156.1
1362,62,23,2025-11-22,10,56.22,562.2
1363,100,30,2026-03-03,10,272.78,2727.8
1364,85,5,2025-10-20,9,473.96,4265.64
1365,194,13,2025-11-08,7,298.27,2087.89
1366,177,33,2026-04-06,3,227.13,681.39
1367,129,14,2025-10-02,2,298.34,596.68
1368,14,19,2026-08-01,6,337.8,2026.8
1369,112,34,2026-08-28,2,34.79,69.58
1370,20,25,2026-05-22,4,238.84,955.36
1371,155,32,2026-05-29,6,236.69,1420.14
1372,153,33,2026-08-23,10,227.13,2271.3
1373,199,3,2026-06-09,7,409.85,2868.95
1374,8,49,2026-06-10,6,427.16,2562.96
1375,116,7,2026-05-07,5,482.54,2412.7
1376,59,18,2025-10-17,8,261.94,2095.52
1377,142,2,2026-06-01,6,51.97,311.82
1378,111,49,2025-11-05,7,427.16,2990.12
1379,175,48,2026-05-17,3,37.87,113.61
1380,170,37,2026-01-20,10,-25.0,-250.0
1381,22,15,2026-05-15,7,44.79,313.53
1382,76,46,2026-01-10,10,34.57,345.7
1383,183,3,2026-03-24,4,409.85,1639.4
1384,22,4,2025-10-31,2,72.91,145.82
1385,40,7,2026-09-05,5,482.54,2412.7
1386,183,43,2026-04-04,7,116.67,816.69
1387,190,43,2025-10-14,3,116.67,350.01
1388,82,12,2026-06-18,7,41.37,289.59
1389,28,38,2026-02-13,6,452.2,2713.2
1390,2,50,2025-10-20,2,301.57,603.14
1391,114,5,2025-11-03,5,473.96,2369.8
1392,195,1,2025-09-17,6,128.03,768.18
1393,27,31,2026-07-04,5,216.72,1083.6
1394,23,20,2026-03-05,3,274.22,822.66
1395,111,30,2025-10-14,3,272.78,818.34
1396,143,32,2026-01-07,8,236.69,1893.52
1397,132,12,2026-08-20,9,41.37,372.33
1398,27,24,2025-12-24,7,183.61,1285.27
1399,23,10,2026-07-01,1,224.67,224.67
1400,142,45,2025-11-05,6,376.51,2259.06
1401,153,45,2025-10-14,2,376.51,753.02
1402,84,16,2026-03-25,10,122.18,1221.8
1403,4,26,2025-11-22,7,339.95,2379.65
1404,106,14,2026-06-19,5,298.34,1491.7
1405,200,35,2026-02-17,7,484.81,3393.67
1406,186,3,2025-09-14,2,409.85,819.7
1407,63,23,2026-07-18,9,56.22,505.98
1408,134,39,2026-03-13,10,195.7,1957.0
1409,176,5,2026-08-13,3,473.96,1421.88
1410,44,37,2026-03-23,7,-25.0,-175.0
1411,69,31,2026-07-25,3,216.72,650.16
1412,69,34,2025-12-16,5,34.79,173.95
1413,38,13,2026-06-05,8,298.27,2386.16
1414,43,38,2026-03-25,2,452.2,904.4
1415,71,20,2026-01-12,7,274.22,1919.54
1416,77,26,2026-03-19,7,339.95,2379.65
1417,20,14,2025-09-25,8,298.34,2386.72
1418,65,3,2025-10-22,6,409.85,2459.1
1419,185,4,2025-10-17,4,72.91,291.64
1420,153,40,2025-09-29,8,139.95,1119.6
1421,51,8,2026-06-12,10,359.34,3593.4
1422,28,42,2025-10-09,8,85.85,686.8
1423,78,6,2026-02-15,3,139.88,419.64
1424,102,11,2026-04-24,1,69.29,69.29
1425,159,39,2026-04-09,6,195.7,1174.2
1426,85,37,2026-09-02,7,-25.0,-175.0
1427,86,11,2026-07-31,8,69.29,554.32
1428,167,10,2025-12-28,7,224.67,1572.69
1429,35,26,2025-12-25,10,339.95,3399.5
1430,83,47,2025-10-10,5,256.4,1282.0
1431,178,37,2026-01-24,10,-25.0,-250.0
1432,123,12,2026-04-17,4,41.37,165.48
1433,46,14,2025-10-29,6,298.34,1790.04
1434,82,40,2025-11-10,7,139.95,979.65
1435,189,48,2026-03-07,5,37.87,189.35
1436,148,29,2025-12-03,8,131.84,1054.72
1437,84,25,2025-11-18,4,238.84,955.36
1438,72,15,2025-12-05,7,44.79,313.53
1439,94,7,2026-01-25,7,482.54,3377.78
1440,145,28,2026-01-14,2,402.29,804.58
1441,152,24,2026-02-14,4,183.61,734.44
1442,47,2,2026-02-28,9,51.97,467.73
1443,7,19,2025-12-16,9,337.8,3040.2
1444,182,32,2026-09-13,8,236.69,1893.52
1445,113,30,2026-01-21,4,272.78,1091.12
1446,178,31,2026-06-06,5,216.72,1083.6
1447,105,2,2026-07-04,2,51.97,103.94
1448,36,32,2026-08-25,8,236.69,1893.52
1449,62,3,2025-12-09,5,409.85,2049.25
1450,169,11,2026-02-13,5,69.29,346.45
1451,184,21,2026-08-18,3,129.07,387.21
1452,97,47,2025-12-22,7,256.4,1794.8
1453,115,22,2026-04-15,2,405.67,811.34
1454,123,18,2025-12-08,10,261.94,2619.4
1455,103,16,2026-06-03,10,122.18,1221.8
1456,130,47,2025-10-24,9,256.4,2307.6
1457,140,18,2026-02-25,7,261.94,1833.58
1458,93,14,2026-07-03,1,298.34,298.34
1459,153,43,2026-06-12,9,116.67,1050.03
1460,9999,25,2026-05-30,2,238.84,477.68
1461,169,31,2026-06-29,4,216.72,866.88
1462,43,32,2025-10-18,6,236.69,1420.14
1463,12,33,2025-12-25,10,227.13,2271.3
1464,166,7,2025-10-26,10,482.54,4825.4
1465,193,36,2026-01-31,7,91.49,640.43
1466,111,45,2026-01-06,6,376.51,2259.06
1467,3,23,2026-03-07,2,56.22,112.44
1468,67,37,2026-04-22,2,-25.0,-50.0
1469,131,2,2026-02-24,4,51.97,207.88
1470,143,21,2026-07-24,9,129.07,1161.63
1471,177,31,2025-12-18,10,216.72,2167.2
1472,57,14,2025-12-05,10,298.34,2983.4
1473,96,46,2025-11-02,8,34.57,276.56
1474,119,32,2026-02-21,7,236.69,1656.83
1475,177,26,2026-05-09,10,339.95,3399.5
1476,39,18,2025-09-16,9,261.94,2357.46
1477,7,9,2026-08-13,6,497.62,2985.72
1478,27,26,2026-07-30,8,339.95,2719.6
1479,107,36,2025-11-06,5,91.49,457.45
1480,30,39,2025-12-09,2,195.7,391.4
1481,90,41,2026-06-11,3,149.77,449.31
1482,88,48,2025-09-27,5,37.87,189.35
1483,53,1,2026-07-20,8,128.03,1024.24
1484,124,31,2026-06-26,9,216.72,1950.48
1485,122,37,2025-09-17,6,-25.0,-150.0
1486,113,33,2026-04-30,2,227.13,454.26
1487,82,17,2026-01-01,8,431.22,3449.76
1488,77,26,2025-10-13,2,339.95,679.9
1489,182,4,2026-02-27,1,72.91,72.91
1490,6,45,2026-04-11,2,376.51,753.02
1491,166,20,2026-04-10,6,274.22,1645.32
1492,174,36,2026-03-09,2,91.49,182.98
1493,190,18,2026-03-09,3,261.94,785.82
1494,133,23,2026-05-17,4,56.22,224.88
1495,142,21,2026-04-06,3,129.07,387.21
1496,85,32,2026-01-15,3,236.69,710.07
1497,110,4,2026-07-28,9,72.91,656.19
1498,60,11,2026-09-01,8,69.29,554.32
1499,162,34,2026-07-24,7,34.79,243.53
1500,48,28,2026-02-25,3,402.29,1206.87
1501,102,10,2026-03-18,7,224.67,1572.69
1502,189,4,2026-08-31,1,72.91,72.91
1503,51,39,2026-01-01,10,195.7,1957.0
1504,152,4,2025-12-01,8,72.91,583.28
1505,100,14,2025-12-09,7,298.34,2088.38
1506,181,36,2026-03-13,1,91.49,91.49
1507,53,38,2026-06-12,4,452.2,1808.8
1508,193,9,2025-10-14,5,497.62,2488.1
1509,148,1,2025-10-04,2,128.03,256.06
1510,138,42,2025-11-07,2,85.85,171.7
1511,94,27,2026-07-20,3,39.7,119.1
1512,51,25,2026-05-01,6,238.84,1433.04
1513,30,20,2026-05-27,8,274.22,2193.76
1514,172,17,2026-01-16,5,431.22,2156.1
1515,136,38,2026-03-06,8,452.2,3617.6
1516,153,45,2026-01-15,6,376.51,2259.06
1517,157,43,2026-01-09,7,116.67,816.69
1518,151,44,2026-05-04,7,293.8,2056.6
1519,90,45,2026-03-12,2,376.51,753.02
1520,118,2,2025-10-11,6,51.97,311.82
1521,45,6,2026-08-03,10,139.88,1398.8
1522,158,16,2026-03-12,5,122.18,610.9
1523,22,24,2026-07-02,10,183.61,1836.1
1524,81,44,2025-10-24,3,293.8,881.4
1525,62,21,2026-08-20,2,129.07,258.14
1526,30,47,2026-02-20,5,256.4,1282.0
1527,96,46,2026-01-27,3,34.57,103.71
1528,131,13,2026-05-07,3,298.27,894.81
1529,108,30,2025-12-13,7,272.78,1909.46
1530,36,16,2026-01-14,10,122.18,1221.8
1531,99,20,2026-01-01,10,274.22,2742.2
1532,48,42,2026-03-02,7,85.85,600.95
1533,163,34,2026-02-20,8,34.79,278.32
1534,178,11,2026-08-08,9,69.29,623.61
1535,143,28,2026-03-27,3,402.29,1206.87
1536,126,20,2025-11-01,3,274.22,822.66
1537,36,21,2025-10-18,5,129.07,645.35
1538,81,3,2026-04-03,3,409.85,1229.55
1539,159,32,2026-05-02,8,236.69,1893.52
1540,92,29,2026-06-07,1,131.84,131.84
1541,125,45,2025-09-28,1,376.51,376.51
1542,50,39,2026-05-14,3,195.7,587.1
1543,144,16,2026-09-07,7,122.18,855.26
1544,168,7,2026-02-14,9,482.54,4342.86
1545,105,13,2026-08-03,8,298.27,2386.16
1546,107,12,2026-01-09,8,41.37,330.96
1547,126,23,2026-01-05,8,56.22,449.76
1548,22,40,2026-06-24,3,139.95,419.85
1549,8,27,2025-09-25,10,39.7,397.0
1550,75,48,2025-09-20,4,37.87,151.48
1551,71,8,2026-01-28,1,359.34,359.34
1552,138,11,2026-05-05,4,69.29,277.16
1553,44,3,2025-09-22,5,409.85,2049.25
1554,145,30,2025-12-18,8,272.78,2182.24
1555,141,5,2026-07-19,8,473.96,3791.68
1556,29,23,2026-09-11,9,56.22,505.98
1557,30,46,2026-09-11,10,34.57,345.7
1558,199,5,2025-11-17,5,473.96,2369.8
1559,94,22,2026-07-06,9,405.67,3651.03
1560,194,22,2026-02-13,9,405.67,3651.03
1561,195,24,2026-06-02,1,183.61,183.61
1562,140,11,2026-09-09,8,69.29,554.32
1563,109,25,2026-02-25,4,238.84,955.36
1564,189,7,2025-10-21,2,482.54,965.08
1565,77,2,2026-04-19,4,51.97,207.88
1566,116,49,2026-05-07,1,427.16,427.16
1567,90,4,2026-08-06,5,72.91,364.55
1568,113,45,2026-06-25,2,376.51,753.02
1569,199,24,2026-04-20,2,183.61,367.22
1570,54,12,2026-05-17,4,41.37,165.48
1571,177,42,2026-09-08,10,85.85,858.5
1572,182,26,2025-12-29,6,339.95,2039.7
1573,162,23,2026-02-26,10,56.22,562.2
1574,43,8,2026-05-21,7,359.34,2515.38
1575,36,37,2026-04-17,10,-25.0,-250.0
1576,53,7,2025-11-03,4,482.54,1930.16
1577,146,37,2026-05-19,1,-25.0,-25.0
1578,137,29,2026-02-25,6,131.84,791.04
1579,153,5,2026-07-26,-1,473.96,2369.8
1580,44,7,2026-05-19,9,482.54,4342.86
1581,181,19,2025-09-23,6,337.8,2026.8
1582,75,35,2025-09-25,5,484.81,2424.05
1583,69,37,2025-11-15,10,-25.0,-250.0
1584,174,11,2026-05-03,9,69.29,623.61
1585,35,41,2026-07-07,2,149.77,299.54
1586,16,44,2026-08-06,7,293.8,2056.6
1587,168,34,2026-03-23,5,34.79,173.95
1588,180,24,2026-05-27,3,183.61,550.83
1589,64,24,2026-05-26,3,183.61,550.83
1590,183,24,2026-01-30,3,183.61,550.83
1591,64,11,2026-03-11,6,69.29,415.74
1592,126,50,2026-05-06,7,301.57,2110.99
1593,148,24,2026-07-02,3,183.61,550.83
1594,161,27,2026-03-06,5,39.7,198.5
1595,97,39,2026-09-08,7,195.7,1369.9
1596,20,31,2026-05-28,8,216.72,1733.76
1597,104,14,2026-01-30,2,298.34,596.68
1598,192,27,2026-09-12,9,39.7,357.3
1599,178,48,2026-07-16,5,37.87,189.35
1600,117,14,2025-12-27,6,298.34,1790.04
1601,84,45,2026-06-09,8,376.51,3012.08
1602,1,7,2026-06-21,10,482.54,4825.4
1603,188,39,2026-08-19,2,195.7,391.4
1604,163,36,2026-05-02,8,91.49,731.92
1605,17,45,2026-06-08,6,376.51,2259.06
1606,102,26,2026-01-23,9,339.95,3059.55
1607,110,40,2026-03-25,4,139.95,559.8
1608,127,6,2026-04-01,4,139.88,559.52
1609,83,10,2025-10-22,5,224.67,1123.35
1610,87,27,2026-09-06,5,39.7,198.5
1611,148,40,2026-05-09,9,139.95,1259.55
1612,145,1,2026-07-31,3,128.03,384.09
1613,88,31,2026-01-15,8,216.72,1733.76
1614,12,45,2025-10-12,1,376.51,376.51
1615,161,8,2025-10-17,2,359.34,718.68
1616,5,19,2026-02-22,8,337.8,2702.4
1617,41,1,2025-12-29,2,128.03,256.06
1618,117,17,2025-09-14,8,431.22,3449.76
1619,110,4,2025-12-31,1,72.91,72.91
1620,177,17,2025-12-26,4,431.22,1724.88
1621,167,32,2026-07-24,3,236.69,710.07
1622,41,39,2025-11-07,5,195.7,978.5
1623,24,5,2026-05-01,5,473.96,2369.8
1624,65,33,2025-12-28,6,227.13,1362.78
1625,96,27,2025-11-17,2,39.7,79.4
1626,14,14,2026-06-01,3,298.34,895.02
1627,161,11,2026-03-18,7,69.29,485.03
1628,186,26,2025-12-01,5,339.95,1699.75
1629,110,49,2026-04-24,4,427.16,1708.64
1630,181,20,2026-03-19,2,274.22,548.44
1631,1,40,2026-02-10,2,139.95,279.9
1632,123,45,2026-04-23,4,376.51,1506.04
1633,34,46,2025-11-23,2,34.57,69.14
1634,58,10,2026-04-12,10,224.67,2246.7
1635,175,19,2025-12-13,9,337.8,3040.2
1636,3,30,2025-11-26,8,272.78,2182.24
1637,179,30,2026-06-19,1,272.78,272.78
1638,31,8,2025-11-03,6,359.34,2156.04
1639,178,29,2026-06-01,7,131.84,922.88
1640,123,45,2026-03-29,3,376.51,1129.53
1641,59,46,2026-01-30,2,34.57,69.14
1642,23,28,2026-03-11,7,402.29,2816.03
1643,27,48,2025-09-23,2,37.87,75.74
1644,95,36,2025-11-24,6,91.49,548.94
1645,36,23,2026-02-21,5,56.22,281.1
1646,199,48,2026-04-07,7,37.87,265.09
1647,165,8,2026-06-28,3,359.34,1078.02
1648,18,7,2026-09-01,3,482.54,1447.62
1649,145,43,2025-11-09,9,116.67,1050.03
1650,157,50,2026-05-03,1,301.57,301.57
1651,113,39,2026-01-12,3,195.7,587.1
1652,185,49,2026-03-12,6,427.16,2562.96
1653,161,15,2025-10-01,4,44.79,179.16
1654,106,3,2026-01-01,3,409.85,1229.55
1655,176,16,2026-06-25,10,122.18,1221.8
1656,56,2,2026-05-06,8,51.97,415.76
1657,26,48,2026-03-24,2,37.87,75.74
1658,193,35,2026-08-10,3,484.81,1454.43
1659,151,35,2026-04-30,2,484.81,969.62
1660,90,13,2026-01-09,7,298.27,2087.89
1661,81,8,2026-06-05,7,359.34,2515.38
1662,64,1,2026-04-09,3,128.03,384.09
1663,166,20,2025-10-05,5,274.22,1371.1
1664,64,50,2026-05-11,2,301.57,603.14
1665,154,34,2026-04-05,9,34.79,313.11
1666,185,39,2026-07-03,10,195.7,1957.0
1667,73,41,2026-05-05,10,149.77,1497.7
1668,169,33,2025-12-25,1,227.13,227.13
1669,53,33,2026-08-25,5,227.13,1135.65
1670,156,43,2026-05-17,9,116.67,1050.03
1671,49,1,2025-11-12,9,128.03,1152.27
1672,76,8,2026-03-08,7,359.34,2515.38
1673,62,15,2026-04-09,1,44.79,44.79
1674,99,17,2026-03-14,8,431.22,3449.76
1675,62,5,2025-12-08,2,473.96,947.92
1676,164,17,2025-12-30,8,431.22,3449.76
1677,19,13,2026-04-24,10,298.27,2982.7
1678,4,4,2026-05-11,9,72.91,656.19
1679,82,7,2026-02-17,6,482.54,2895.24
1680,100,10,2026-03-20,3,224.67,674.01
1681,108,9,2026-07-01,10,497.62,4976.2
1682,140,50,2026-03-27,6,301.57,1809.42
1683,196,20,2026-06-22,3,274.22,822.66
1684,198,23,2025-09-24,8,56.22,449.76
1685,5,19,2026-07-25,2,337.8,675.6
1686,18,43,2026-03-09,10,116.67,1166.7
1687,68,24,2025-12-21,1,183.61,183.61
1688,11,48,2026-06-28,4,37.87,151.48
1689,102,19,2025-12-24,1,337.8,337.8
1690,74,25,2025-12-22,9,238.84,2149.56
1691,197,13,2026-09-04,9,298.27,2684.43
1692,109,39,2026-07-01,7,195.7,1369.9
1693,22,14,2026-07-30,7,298.34,2088.38
1694,138,50,2026-05-10,9,301.57,2714.13
1695,40,31,2026-07-31,10,216.72,2167.2
1696,22,22,2026-04-28,5,405.67,2028.35
1697,21,28,2026-06-02,5,402.29,2011.45
1698,53,6,2026-05-17,9,139.88,1258.92
1699,138,27,2026-02-15,3,39.7,119.1
1700,101,29,2025-10-07,6,131.84,791.04
1701,163,29,2025-10-27,10,131.84,1318.4
1702,80,22,2026-04-16,2,405.67,811.34
1703,187,4,2026-09-05,7,72.91,510.37
1704,15,33,2026-06-30,4,227.13,908.52
1705,23,35,2025-11-12,4,484.81,1939.24
1706,30,50,2026-05-19,7,301.57,2110.99
1707,157,25,2026-04-15,8,238.84,1910.72
1708,15,26,2026-07-02,10,339.95,3399.5
1709,171,34,2026-09-10,5,34.79,173.95
1710,31,23,2025-10-09,3,56.22,168.66
1711,182,29,2025-12-07,1,131.84,131.84
1712,180,27,2026-04-21,3,39.7,119.1
1713,42,19,2025-12-22,1,337.8,337.8
1714,89,20,2026-09-09,8,274.22,2193.76
1715,133,21,2026-01-04,9,129.07,1161.63
1716,43,1,2026-07-19,5,128.03,640.15
1717,33,15,2025-12-02,6,44.79,268.74
1718,188,32,2026-01-28,5,236.69,1183.45
1719,198,19,2025-10-14,2,337.8,675.6
1720,86,43,2026-04-02,1,116.67,116.67
1721,70,25,2026-05-15,7,238.84,1671.88
1722,17,29,2026-01-08,9,131.84,1186.56
1723,183,10,2025-11-12,5,224.67,1123.35
1724,161,47,2026-09-01,10,256.4,2564.0
1725,128,50,2025-11-19,2,301.57,603.14
1726,131,3,2026-06-04,8,409.85,3278.8
1727,15,34,2026-07-10,6,34.79,208.74
1728,146,5,2026-01-10,8,473.96,3791.68
1729,95,24,2026-03-10,3,183.61,550.83
1730,66,8,2025-11-09,3,359.34,1078.02
1731,147,22,2026-08-06,2,405.67,811.34
1732,59,33,2026-06-27,2,227.13,454.26
1733,1,7,2026-05-04,9,482.54,4342.86
1734,4,18,2026-01-24,1,261.94,261.94
1735,12,25,2026-02-15,4,238.84,955.36
1736,94,33,2026-06-09,8,227.13,1817.04
1737,39,44,2026-05-19,7,293.8,2056.6
1738,10,8,2026-08-02,3,359.34,1078.02
1739,183,13,2026-08-23,9,298.27,2684.43
1740,58,14,2026-03-11,7,298.34,2088.38
1741,64,21,2026-08-30,6,129.07,774.42
1742,185,25,2026-08-15,7,238.84,1671.88
1743,70,37,2025-10-11,6,-25.0,-150.0
